Conventional Liquids Excl Cond/Pentanes,Condensates & Pentanes Plus,Bitumen,Upgraded Bitumen,Natural Gas,NGLs
1287961.85,564289.8741,2190694.96,1310080.831,3136114.99,735424.4144
